"petallength","petalwidth","corollatubelength","shortfilamentlength","longfilamentlength","pistillength"
1,0.53802758684897,0.185567404756301,-0.283093765636194,-0.323867193760953,0.54228488046184
0.53802758684897,1,0.327476456170657,0.259732477931696,-0.00373391752968758,0.376619956576651
0.185567404756301,0.327476456170657,1,0.812049203819516,0.602065146223405,0.725019966426304
-0.283093765636194,0.259732477931696,0.812049203819516,1,0.878674564677979,0.544956433275085
-0.323867193760953,-0.00373391752968758,0.602065146223405,0.87867456467798,1,0.61354945799869
0.542284880461841,0.376619956576651,0.725019966426304,0.544956433275085,0.61354945799869,1
