"beakwidth","beakdepth","beaklength","tarsuslength","winglength","taillength","X1stprimarylength"
1,0.570025459487476,0.0518653535910983,-0.474977448676374,-0.0387815767496264,-0.601312589465244,0.0265294612971229
0.570025459487476,1,0.198298958618725,-0.151333415787974,0.0790801129007808,-0.336177946447842,0.207088680111583
0.0518653535910983,0.198298958618725,1,0.25,-0.108687266457794,-0.225697493937718,-0.252259313305384
-0.474977448676374,-0.151333415787974,0.25,1,0.163030899686691,-0.119236411891625,0.10289524621667
-0.0387815767496264,0.0790801129007808,-0.108687266457794,0.163030899686691,1,0.657429114112913,0.644462926498191
-0.601312589465244,-0.336177946447842,-0.225697493937718,-0.119236411891625,0.657429114112913,1,0.438003954409557
0.0265294612971229,0.207088680111583,-0.252259313305384,0.10289524621667,0.644462926498191,0.438003954409557,1
