"ventralscales","subcaudalscales","midbodydorsalscales","infralabialscales","supralabialscales","postocularscales"
1,0.462800954909622,0.0591335357970102,1.44249199721061,0.149030149015936,0.135610190266072
0.462800954909622,1,0.190992022658607,0.526973147907013,0.508461917221792,0.204167354051184
0.0591335357970102,0.190992022658607,1,0.959781647984643,0.570384303239959,-0.628124528001378
1.44249199721061,0.526973147907013,0.959781647984643,1,-0.653197264742181,0.639602149066831
0.149030149015936,0.508461917221792,0.570384303239959,-0.653197264742181,1,0.456953846883707
0.135610190266072,0.204167354051184,-0.628124528001378,0.639602149066831,0.456953846883707,1
