"petallength","petalwidth","petalclawwidth","ovarylength","hypanthiumlength"
1,0.298152347183011,0.00427722934628322,-0.0609823467233028,0.221547241586616
0.298152347183011,1,0.659827105185335,-0.939119659695659,-0.198680670390115
0.00427722934628322,0.659827105185335,1,0.0219717081085771,0.00461894996228078
-0.0609823467233028,-0.939119659695659,0.0219717081085771,1,0.404290655965894
0.221547241586616,-0.198680670390115,0.00461894996228078,0.404290655965894,1
