"growthrate8C","growthrate11C","growthrate17C","growthrate23C","growthrate29C","growthrate35C","growthrate40C"
1,0.274902727416268,0.206536382479897,0.0385371477234569,0.110532563911792,0.582959152407355,0
0.274902727416268,1,-0.143938419279566,0.254343491442993,-0.180598897766201,-0.25010399153645,0.116087283244674
0.206536382479897,-0.143938419279566,1,-0.13451973064538,0.214696058183344,0.600665292442322,0.127768251749178
0.0385371477234569,0.254343491442993,-0.13451973064538,1,-0.184892254117919,-0.118380389528408,0.497643723944603
0.110532563911792,-0.180598897766201,0.214696058183344,-0.184892254117919,1,0.0324391991879489,0.248765362319289
0.582959152407355,-0.25010399153645,0.600665292442322,-0.118380389528408,0.0324391991879489,1,-0.59175963508735
0,0.116087283244674,0.127768251749178,0.497643723944603,0.248765362319289,-0.59175963508735,1
