"ventralscales","subcaudalscales","midbodydorsalscales","infralabialscales","supralabialscales","postocularscales"
1,0.0258056611697893,-0.159521605588118,0.729989614411338,0.186574229246861,-0.045070167702564
0.0258056611697893,1,-0.0941513083524008,0.01912297479816,0.0692465303622724,-0.129246295571249
-0.159521605588118,-0.0941513083524008,1,0.877720884707916,2.0744345466957,0.992684612817576
0.729989614411338,0.01912297479816,0.877720884707916,1,1.29109466360331,0
0.186574229246861,0.0692465303622724,2.0744345466957,1.29109466360331,1,0.258727444834101
-0.045070167702564,-0.129246295571249,0.992684612817576,0,0.2587274448341,1
