"wingare","landmarkangle1","landmarkangle2","landmarkangle3","landmarkangle4","landmarkangle5"
1,0.304474857941513,0.151801625888794,-0.0418413704377862,0.356882802363826,-0.174703050433452
0.304474857941513,1,-0.675149275588302,0.420572678084324,0.828995709494506,-0.161258754692303
0.151801625888794,-0.675149275588301,1,-0.347985272676876,-0.726221452485805,0.139064452328868
-0.0418413704377862,0.420572678084324,-0.347985272676876,1,0.663846703722452,-0.349858994152607
0.356882802363826,0.828995709494506,-0.726221452485805,0.663846703722452,1,-0.473812511548568
-0.174703050433452,-0.161258754692303,0.139064452328868,-0.349858994152607,-0.473812511548568,1
