"Z.Z.5.9.C25.2","Z.9.C25.1","Z.9.C26.1","X2.ME.C26","Z.Z.5.9.C27.2","X2.ME.C28","Z.Z.5.9.C29.2","X2.ME.C30"
1,0.991487564812451,0.999737413206678,0.739563476256429,0.960013238241126,0.67041052759293,0.958110035699306,0.612473131366353
0.991487564812451,1,0.99428242851007,0.821029827940974,0.915287768670764,0.761552847017287,0.987277435174116,0.710345700281499
0.999737413206678,0.99428242851007,1,0.755793348344947,0.952886734660168,0.688415381513231,0.964956783074302,0.631580687850951
0.739563476256429,0.821029827940974,0.755793348344947,1,0.521557877328174,0.995249728867222,0.901367120451893,0.984977230474956
0.960013238241126,0.915287768670764,0.952886734660168,0.521557877328174,1,0.435867507702957,0.839607000482944,0.366650148667201
0.67041052759293,0.761552847017287,0.688415381513231,0.995249728867222,0.435867507702957,1,0.854796360834417,0.997103679144367
0.958110035699306,0.987277435174116,0.964956783074302,0.901367120451893,0.839607000482944,0.854796360834417,1,0.813218051386125
0.612473131366353,0.710345700281499,0.631580687850951,0.984977230474956,0.366650148667201,0.997103679144367,0.813218051386125,1
