"interLMdistance1","interLMdistance2","interLMdistance3","interLMdistance4","interLMdistance5","interLMdistance6"
1,0.952385264972709,1.23361368432372,0.989645748568222,0.634781796195139,1.19193986937771
0.952385264972709,1,1.1510957653287,0.923792923839755,0.423234908995602,1.18032625031538
1.23361368432372,1.1510957653287,1,1.07368394408917,0.565473705905205,1.02903024074577
0.989645748568222,0.923792923839755,1.07368394408917,1,0.342043338905115,1.00268956964273
0.634781796195139,0.423234908995602,0.565473705905205,0.342043338905115,1,0.448320733495553
1.19193986937771,1.18032625031538,1.02903024074577,1.00268956964273,0.448320733495553,1
