rosette.leaf.number,area.of.the.longest.rosette.leaf,length.of.the.longest.rosette.leaf,height.of.the.main.shoot,max.plant.height,no..flower.heads
1,-0.313304274139464,-0.37033661986185,-0.78300815835812,-0.807619349398066,-0.330962073064327
-0.313304274139464,1,0.209762839855331,0.447142203837606,0.530443332791367,0.0233826186772478
-0.37033661986185,0.209762839855331,1,-0.723875184400561,0.309853871566236,-0.35139420789177
-0.78300815835812,0.447142203837606,-0.723875184400561,1,0.837802823777436,-1.15941076353621
-0.807619349398065,0.530443332791367,0.309853871566236,0.837802823777436,1,0.612508186625348
-0.330962073064327,0.0233826186772478,-0.35139420789177,-1.15941076353621,0.612508186625349,1
