"growthrate11C","growthrate23C","growthrate35C","growthrate40C"
1,-0.273211750364566,-0.0707055084142503,0.389445814353581
-0.273211750364566,1,0.104243875439973,0.0776250967668676
-0.0707055084142503,0.104243875439973,1,-0.280823192450088
0.389445814353581,0.0776250967668676,-0.280823192450088,1
