"firstmel.frequencycepstralcoefficient","secondmel.frequencycepstralcoefficient","thirdmel.frequencycepstralcoefficient","fourthmel.frequencycepstralcoefficient","fifthmel.frequencycepstralcoefficient","sixthmel.frequencycepstralcoefficient","seventhmel.frequencycepstralcoefficient","eighthmel.frequencycepstralcoefficient"
1,-0.352000003540192,0.354000000517712,0.0680000034751918,-0.115000003649951,0.103000002940048,-0.903999997367113,-0.462000002177289
-0.352000003540192,1,0.391999993152896,-0.15399999307414,-0.364999993890029,0.126000005718658,0.00699999390477931,-0.342999999979795
0.354000000517712,0.391999993152896,1,-0.74699999684374,-0.0440000041671632,0.56299999696229,-0.670000002138451,-0.351999992143771
0.0680000034751918,-0.15399999307414,-0.74699999684374,1,-0.291000003990808,-0.384999995907948,0.161999997886745,0.0849999983772931
-0.115000003649951,-0.364999993890029,-0.0440000041671632,-0.291000003990808,1,0.573999997236238,0.302000002790432,-0.137999999781436
0.103000002940048,0.126000005718658,0.56299999696229,-0.384999995907948,0.573999997236238,1,-0.218999995537095,-0.168000008379152
-0.903999997367113,0.00699999390477931,-0.670000002138451,0.161999997886745,0.302000002790432,-0.218999995537095,1,0.463999999062175
-0.462000002177289,-0.342999999979794,-0.351999992143771,0.0849999983772931,-0.137999999781436,-0.168000008379152,0.463999999062175,1
