"wingare","landmarkangle1","landmarkangle2","landmarkangle3","landmarkangle4","landmarkangle5"
1,0.506991817386234,-0.427376213913227,-0.0902400724086631,0.362044342173402,-0.476711405394966
0.506991817386234,1,-0.556865427416323,0.30575542201949,0.748178935355243,-0.225355407249791
-0.427376213913227,-0.556865427416323,1,-0.0357517639302069,-0.55953911646508,0.276144029526802
-0.0902400724086631,0.30575542201949,-0.0357517639302069,1,0.312470005943369,-0.526878311658321
0.362044342173402,0.748178935355243,-0.55953911646508,0.312470005943369,1,-0.525337109304802
-0.476711405394966,-0.225355407249791,0.276144029526802,-0.526878311658321,-0.525337109304802,1
