"lobeloength","lobewidth","corollalength","corollawidth","stigmatonectary","stigmaexsertion"
1,0.574079047672539,0.0241011743705051,0.438273374634871,0.0325786481615341,-0.00210588743312748
0.574079047672539,1,-0.0782318732398516,0.466983741947729,0.108365473915742,0.338365344840143
0.0241011743705051,-0.0782318732398517,1,-0.211166169197119,0.71718439405563,-0.235623272342624
0.438273374634871,0.466983741947729,-0.211166169197119,1,-0.0981209858094889,0.133193579680551
0.0325786481615341,0.108365473915742,0.71718439405563,-0.0981209858094889,1,0.458524364556333
-0.00210588743312748,0.338365344840143,-0.235623272342624,0.133193579680551,0.458524364556333,1
