"petallength","petalwidth","corollatube","shortfilament","longfilament","pistil"
1,0.53057305662083,0.249560254746596,0.310377517469609,0.391630487012754,0.346351240880709
0.53057305662083,1,0.228818775316491,0.134325423963556,0.168491523596595,0.309955070605327
0.249560254746596,0.228818775316491,1,0.799762609059054,0.853642089456453,0.322333745292958
0.310377517469609,0.134325423963556,0.799762609059054,1,0.910504985742653,0.257521913660218
0.391630487012754,0.168491523596595,0.853642089456453,0.910504985742653,1,0.341148530439947
0.346351240880709,0.309955070605327,0.322333745292958,0.257521913660218,0.341148530439947,1
