"prementumwidth","prementumlength","epipharynxwidth","epipharynxlength","palatalplatelength","greatestwidthofpalatalplate","betweenmystaxbristledistance","eyewidth","eyelength","winglength","wingwidth","scutellumwidth","scutellumlength","tibialength","tibiawidth","basitarsuslength","basitarsuswidth"
1,0.404981521504417,0.356912405483578,0.507335034841392,0.221606894717361,0.390540027448923,0.292268030548612,0.217085072140306,0.450060336413224,0.260964194801324,0.517148044413466,0.239539476360089,0.018386958859829,0.369387071766496,-0.168981592354844,-0.0612183421547952,0.472996140285889
0.404981521504417,1,0.177016061114032,0.246580584918174,0.276818616492384,0.422048924040603,0.617621118558937,0.441091025538176,0.437339447276591,0.734110379976647,0.391297055645502,0.572299268413934,1.00096443425884,0.544753173278563,-0.194653057745859,0.407139171003991,-0.213045172177746
0.356912405483578,0.177016061114032,1,0.0641621350432045,0.0591577184775636,0.698378466627127,0.206977632325367,0.271029618561172,0.21814633621454,0.190493177885989,0.434661690925286,0.127047115613618,0.342524081207219,0.207175301675124,-0.253862714046405,0.361508599529305,0.11089813197891
0.507335034841393,0.246580584918174,0.0641621350432045,1,0.611830499973319,0.193996669239771,0.198366196023076,0.492446507308994,0.401983217550994,0.559662207613291,0.518456165546641,0.557282598652089,0.487478061645527,0.462452903620322,0.280004226510789,0.241157863941451,0
0.221606894717361,0.276818616492384,0.0591577184775636,0.611830499973319,1,0.208454423615259,0.510927847501275,0.423513715316762,0.641296567970853,0.513496975509823,0.438714584566471,0.511906099536169,0.646463155073772,0.533797294455397,0.373446082375086,0.352987466758024,0.12649682220679
0.390540027448923,0.422048924040603,0.698378466627127,0.193996669239771,0.208454423615259,1,0.416920359393969,0.279032612974516,0.402617712590307,0.331759940698895,0.421617856473572,0.389560470703675,0.078097039908887,0.284623572413062,-0.0636700318541775,0.216790608557624,0.130144801573838
0.292268030548612,0.617621118558937,0.206977632325367,0.198366196023076,0.510927847501275,0.416920359393969,1,-0.187821681348859,0.663261099109673,0.185245042545964,0.237972838517112,-0.0375093412895195,-0.150081056778968,0.0615698689139886,0.18272636271985,0.0528925129500685,0.106026383025266
0.217085072140306,0.441091025538176,0.271029618561172,0.492446507308994,0.423513715316762,0.279032612974516,-0.187821681348859,1,0.445101429055179,0.506250989447379,0.505995445328528,0.484790326297609,0.974715489058901,0.711388557533936,0.259009078766302,0.627565444283235,0.612808071693068
0.450060336413224,0.437339447276591,0.21814633621454,0.401983217550993,0.641296567970853,0.402617712590307,0.663261099109673,0.445101429055179,1,0.469327688644662,0.655090520592753,0.482884015759273,0.76835521650809,0.478703321552638,0.207474469966187,0.326621292895257,0.285276526563833
0.260964194801324,0.734110379976647,0.190493177885989,0.559662207613291,0.513496975509823,0.331759940698895,0.185245042545964,0.506250989447379,0.469327688644662,1,0.579572349503104,0.432847677432597,0.676545893564073,0.724478819571838,0.373627401162966,0.447608184696818,0.34891885984611
0.517148044413466,0.391297055645502,0.434661690925286,0.518456165546641,0.438714584566471,0.421617856473572,0.237972838517112,0.505995445328528,0.655090520592753,0.579572349503104,1,0.409787426032099,0.537755619226295,0.417692251845225,0.280625863044949,0.334841563899864,0.226349754239589
0.239539476360089,0.572299268413934,0.127047115613618,0.557282598652089,0.511906099536169,0.389560470703675,-0.0375093412895195,0.484790326297609,0.482884015759273,0.432847677432597,0.409787426032099,1,0.800753201824373,0.385168491970483,-0.526839444592555,0.250051748377478,0.253171355482161
0.018386958859829,1.00096443425884,0.342524081207219,0.487478061645527,0.646463155073772,0.078097039908887,-0.150081056778968,0.974715489058901,0.76835521650809,0.676545893564073,0.537755619226295,0.800753201824373,1,0.713748444964062,0.895593497030755,0.364106867756113,0.526950266806567
0.369387071766496,0.544753173278563,0.207175301675124,0.462452903620322,0.533797294455397,0.284623572413062,0.0615698689139886,0.711388557533936,0.478703321552638,0.724478819571838,0.417692251845225,0.385168491970483,0.713748444964062,1,0.594401335041254,0.584570064696291,0.578062009448491
-0.168981592354844,-0.194653057745859,-0.253862714046405,0.280004226510789,0.373446082375086,-0.0636700318541775,0.18272636271985,0.259009078766302,0.207474469966187,0.373627401162966,0.280625863044949,-0.526839444592555,0.895593497030755,0.594401335041254,1,1.027883922101,0.963624111659432
-0.0612183421547952,0.407139171003991,0.361508599529305,0.241157863941451,0.352987466758024,0.216790608557624,0.0528925129500685,0.627565444283235,0.326621292895257,0.447608184696818,0.334841563899864,0.250051748377478,0.364106867756113,0.584570064696291,1.027883922101,1,0.151827506261281
0.472996140285889,-0.213045172177746,0.11089813197891,0,0.12649682220679,0.130144801573838,0.106026383025266,0.612808071693068,0.285276526563833,0.34891885984611,0.226349754239589,0.253171355482161,0.526950266806567,0.578062009448491,0.963624111659432,0.151827506261281,1
