rosette.leaf.number,area.of.the.longest.rosette.leaf,length.of.the.longest.rosette.leaf,height.of.the.main.shoot,max.plant.height,no..flower.heads
1,0.617149300721987,0.259887793856513,-0.0458185574561596,0.062720689032316,0.975593356870955
0.617149300721987,1,0.905812277772581,0.468719842029081,0.608209090320859,0.886582600852267
0.259887793856513,0.905812277772581,1,0.665598824146455,0.951486600872174,0.786812167502848
-0.0458185574561596,0.468719842029081,0.665598824146455,1,0.681539998311166,0.680752561075837
0.062720689032316,0.608209090320859,0.951486600872174,0.681539998311166,1,0.695209985364233
0.975593356870955,0.886582600852267,0.786812167502848,0.680752561075836,0.695209985364233,1
