"juneweightage0","juneweightage1","juneweightage2","juneweightage3","juneweightage4","juneweightage5"
1,0.722639050552051,1.886168746728,2.28975121572656,-0.377728605062641,-1.2028826136737
0.722639050552051,1,1.16768897180861,1.19058469124337,1.2374135095692,0.797384031682887
1.88616874672799,1.16768897180861,1,1.17502114424797,1.10302183228819,1.03328559669512
2.28975121572656,1.19058469124337,1.17502114424797,1,1.92333498760249,1.97744891113594
-0.377728605062641,1.2374135095692,1.10302183228819,1.92333498760249,1,1.36145343377158
-1.2028826136737,0.797384031682887,1.03328559669512,1.97744891113594,1.36145343377158,1
