"chirppulsenumber","chirpinterpulseduration","trillnumber","interchirpduration","dominantfrequency"
1,-0.115491368374775,0.39547397992877,0.349190716831544,0.400884779548593
-0.115491368374775,1,-0.649189424761518,-0.373206764531297,-0.0682147297720161
0.39547397992877,-0.649189424761518,1,0.333061392524534,0.386282909100832
0.349190716831544,-0.373206764531297,0.333061392524534,1,0.379740781920884
0.400884779548593,-0.0682147297720161,0.386282909100832,0.379740781920884,1
