"femurlength","headwidth","prothoraxlength","prothoraxwidth","ovipositorlength"
1,0.812340224799236,0.829813623571648,0.780985856829816,0.560975543247138
0.812340224799236,1,0.796633887467005,0.910304027033581,0.594545505528847
0.829813623571648,0.796633887467005,1,0.858807289567916,0.562592709697678
0.780985856829816,0.910304027033581,0.858807289567916,1,0.509242887258829
0.560975543247138,0.594545505528847,0.562592709697678,0.509242887258829,1
