"wingarea","wingveinangle1","wingveinangle2","wingveinangle3","wingveinangle4","wingveinangle5"
1,0.31330424600027,0.0736060978378441,0.297461167326789,0.371858650532007,0.115655250514806
0.31330424600027,1,-0.36730391579485,0.312450631020961,0.525714520986208,-0.226311579944402
0.0736060978378441,-0.36730391579485,1,-0.0835537871564416,-0.20203075785859,0.271573576502252
0.297461167326789,0.312450631020961,-0.0835537871564416,1,0.592156525463792,0.0712814475413094
0.371858650532007,0.525714520986208,-0.20203075785859,0.592156525463792,1,0.0223839712229272
0.115655250514806,-0.226311579944402,0.271573576502252,0.0712814475413094,0.0223839712229272,1
