"wingarea","wingveinangle1","wingveinangle2","wingveinangle3","wingveinangle4","wingveinangle5"
1,0.335050899166804,0.0922724935160398,0.312121212121212,0.367563442318273,0.192350761070136
0.335050899166804,1,-0.273546252191015,0.332505403256705,0.57870621586323,-0.204229648555829
0.0922724935160398,-0.273546252191015,1,-0.103755292709147,-0.200224373281891,0.240992591569573
0.312121212121212,0.332505403256705,-0.103755292709147,1,0.602338601936834,0.0394259323932576
0.367563442318273,0.57870621586323,-0.200224373281891,0.602338601936834,1,0.00593694024945273
0.192350761070136,-0.204229648555829,0.240992591569573,0.0394259323932576,0.00593694024945273,1
