rosette.leaf.number,area.of.the.longest.rosette.leaf,length.of.the.longest.rosette.leaf,height.of.the.main.shoot,max.plant.height,no..flower.heads
1,-0.167923663631758,-1.16505134340438,-0.693920137503376,-1.00007621660771,-1.25835331490567
-0.167923663631758,1,0.635167359520421,0.368586082535913,0.171213597467786,-0.389777502606248
-1.16505134340438,0.635167359520421,1,0.40683420578236,0.334090362628125,0.513218985293199
-0.693920137503376,0.368586082535913,0.40683420578236,1,0.947817832689277,0.0234298743287391
-1.00007621660771,0.171213597467786,0.334090362628125,0.947817832689277,1,0.146987949961501
-1.25835331490567,-0.389777502606248,0.513218985293199,0.0234298743287391,0.146987949961501,1
