"wingare","landmarkangle1","landmarkangle2","landmarkangle3","landmarkangle4","landmarkangle5"
1,0.102328170584789,0.517579722384619,0.464854445927042,0.257045138311721,0.48914771810916
0.102328170584789,1,-0.34867970728229,0.494861884041751,0.704474701553583,-0.00565369820211715
0.517579722384619,-0.34867970728229,1,0.0705709945753527,-0.514499900536449,0.344891079779955
0.464854445927042,0.494861884041751,0.0705709945753527,1,0.645436668316888,0.467952143216494
0.257045138311721,0.704474701553583,-0.514499900536449,0.645436668316888,1,0.273363413400909
0.48914771810916,-0.00565369820211715,0.344891079779955,0.467952143216494,0.273363413400909,1
