"spotnumber","meanbrightness","brightnesscontrast","meanchroma","colourcontrast"
1,0.987748436879049,0.480968453946368,0.625425600807261,0.514128424942808
0.987748436879049,1,0.275462470953673,0.304295635957311,0.553290536522671
0.480968453946368,0.275462470953673,1,-0.0985426908016221,0.679836032542074
0.625425600807261,0.304295635957311,-0.0985426908016221,1,-0.343350801749736
0.514128424942808,0.553290536522671,0.679836032542074,-0.343350801749736,1
