rosette.leaf.number,area.of.the.longest.rosette.leaf,length.of.the.longest.rosette.leaf,height.of.the.main.shoot,max.plant.height,no..flower.heads
1,0.888972301725265,0.137221551236939,0.45425473725603,0.558370521572699,0.719004008150712
0.888972301725265,1,0.769059683857599,0.405519588031358,0.554756154424729,0.557061003373735
0.137221551236939,0.769059683857599,1,0.52567213142119,0.664456622834609,0.660470287013669
0.45425473725603,0.405519588031358,0.52567213142119,1,0.919162593685234,0.667500609220765
0.558370521572699,0.554756154424729,0.664456622834609,0.919162593685234,1,0.851702927075544
0.719004008150712,0.557061003373735,0.660470287013669,0.667500609220765,0.851702927075544,1
