"interLMdistance1.2","interLMdistance1.3","interLMdistance1.4","interLMdistance2.3","interLMdistance2.4","interLMdistance3.4","interLMdistance3.5","interLMdistance3.6","interLMdistance4.5","interLMdistance4.6","interLMdistance5.6","interLMdistance5.7","interLMdistance5.8","interLMdistance6.7","interLMdistance6.8","interLMdistance7.8","interLMdistance7.9","interLMdistance7.10","interLMdistance8.9","interLMdistance8.10","interLMdistance9.10"
1,0.848668424791506,0.918558653543692,0.90210979560879,0.912870929175277,0.963343294485565,1.11356914104337,1.01850690809591,0.972271824131503,1.73719807243076,0.964901281354015,1.05837377081997,0.882522608121828,0.935970975333459,0.471404520791032,1.04154761224412,0.76932181862083,0.806559132617443,1.0895627070781,1.25450009637436,1.08012344973464
0.848668424791506,1,1.03940230077537,1.00222965717159,1.04235691416517,0.968329663731488,0.863781229491797,0.918139583923111,0.927426033502968,1.0309826235529,0.942954167272384,1.00868323098241,0.968364052270084,0.986063602700875,1.25475286885696,1.07142857142857,0.484332449953461,0.712786444967237,0.811911921653453,0.653310789969367,1.10714285714286
0.918558653543692,1.03940230077537,1,1.03119738923038,1.0186531897499,1.01129979369486,1.00752003372513,0.984798246447919,0.986306709865611,1.30930734141595,0.962913840971299,1.06748999232823,1.01414497409889,1.0804448672242,1.3952631505416,1.16539045844512,0.452267016866645,0.7184212081071,0.846227921375355,0.704202839630928,1.22838453727999
0.90210979560879,1.00222965717159,1.03119738923038,1,1.0804448672242,0.977299153976732,0.964379165013971,0.951688608157391,0.944074171697683,1.19585096220621,0.951688608157391,1.07832773203438,0.990742404876521,1.03418143959365,1.32680694400755,0.935414346693485,0.453051522255672,0.603250603250905,0.782488425213575,0.724285968340148,1.03563731241064
0.912870929175277,1.04235691416517,1.0186531897499,1.0804448672242,1,1.0251385715644,0.945112011867295,0.959126358540682,0.989762410697451,1.20361008996986,0.978700365857839,1.02299150920571,1.02643131945652,1.10780062385892,1.59222648677416,1.23955957360182,0.382046588729171,0.722897396012249,0.756889262661457,0.553511723170073,1.26773138209277
0.963343294485566,0.968329663731489,1.01129979369486,0.977299153976732,1.0251385715644,1,1.11333988148256,1.02691063610494,1.01204862740998,1.4123757272076,1.08002670348968,1.19264837567136,0.99321708930132,1.12996379668474,1.28452325786651,0.942847304159607,0.386229923386327,0.532795427666131,0.807514782073099,0.794166510937026,1.09574146159089
1.11356914104337,0.863781229491797,1.00752003372513,0.964379165013971,0.945112011867295,1.11333988148256,1,0.92928371119484,1.10663348998637,0.514791561670229,1.04544417509419,0.76447937570259,0.802726679904806,1.04906790927035,0.723568051144936,1.44892335269592,0.33341566835579,0.714996640798708,0.86378884671098,0.755120321491035,1.22601206766578
1.01850690809591,0.918139583923111,0.984798246447919,0.951688608157391,0.959126358540682,1.02691063610494,0.92928371119484,1,1.00447990774205,1.23209674838169,1.01724137931034,1.06127429418884,0.967189407121714,1.03806849817175,1.02343235883152,1.1166562507173,0.376108601670826,0.613166619827552,0.82054279194163,0.739730903052995,1.16628541741584
0.972271824131503,0.927426033502968,0.986306709865611,0.944074171697683,0.989762410697451,1.01204862740998,1.10663348998637,1.00447990774205,1,1.29137861611486,1.00447990774205,1.14458617822331,0.9476128352181,1.07262334178095,1.08333333333333,0.845594324664471,0.326395604916933,0.440704470260431,0.7704371787029,0.776182334502302,1.00925774234146
1.73719807243076,1.0309826235529,1.30930734141595,1.19585096220621,1.20361008996986,1.4123757272076,0.514791561670229,1.23209674838169,1.29137861611486,1,1.46132405040619,1.13144915358753,1.11817049250338,1.06960161698065,-0.125988157669742,1.93824733227946,0.625054110211781,1.01902034217051,1.36365837534513,1.14553745026558,1.48461497791618
0.964901281354015,0.942954167272384,0.962913840971299,0.951688608157391,0.978700365857839,1.08002670348968,1.04544417509419,1.01724137931034,1.00447990774205,1.46132405040619,1,1.12134642404858,0.967189407121714,1.05882986813518,1.13714706536836,0.942954167272384,0.296927843424336,0.495249962168407,0.73506958444771,0.689294705117564,1.14147083406657
1.05837377081997,1.00868323098241,1.06748999232823,1.07832773203438,1.02299150920571,1.19264837567136,0.76447937570259,1.06127429418884,1.14458617822331,1.13144915358753,1.12134642404858,1,1.09886915363738,1.03682206766639,1.05654108759075,1.35451748160495,0.436810465378118,0.766907449930688,0.774291289111641,0.566237793048806,1.41215652337538
0.882522608121828,0.968364052270084,1.01414497409889,0.990742404876521,1.02643131945652,0.99321708930132,0.802726679904806,0.967189407121714,0.9476128352181,1.11817049250338,0.967189407121714,1.09886915363738,1,0.987420882906575,1.06317537609836,0.998625428903524,0.410383867147477,0.603957173970203,0.813029488488912,0.717580822091638,1.08940955880384
0.935970975333459,0.986063602700875,1.0804448672242,1.03418143959365,1.10780062385892,1.12996379668474,1.04906790927035,1.03806849817175,1.07262334178095,1.06960161698065,1.05882986813518,1.03682206766639,0.987420882906575,1,0.912870929175277,1.07570574840095,0.500567859353936,0.653156109384125,0.802802295352803,0.749043105415497,1.10558646363431
0.471404520791032,1.25475286885696,1.3952631505416,1.32680694400756,1.59222648677416,1.28452325786651,0.723568051144936,1.02343235883152,1.08333333333333,-0.125988157669742,1.13714706536836,1.05654108759075,1.06317537609836,0.912870929175277,1,0.87287156094397,0.39167472590032,0.570323432101734,0.78922832940297,0.628338080311387,0.981980506061966
1.04154761224412,1.07142857142857,1.16539045844512,0.935414346693485,1.23955957360182,0.942847304159607,1.44892335269592,1.1166562507173,0.845594324664471,1.93824733227946,0.942954167272384,1.35451748160495,0.998625428903524,1.07570574840095,0.87287156094397,1,0.911684611677104,0.848555291627663,1.30397975295858,1.45180175548748,0.892857142857143
0.76932181862083,0.484332449953461,0.452267016866645,0.453051522255672,0.382046588729171,0.386229923386327,0.33341566835579,0.376108601670826,0.326395604916933,0.625054110211781,0.296927843424336,0.436810465378118,0.410383867147478,0.500567859353936,0.39167472590032,0.911684611677104,1,1.00183116798668,1.00096255677305,1.11953258289917,0.427352161723642
0.806559132617443,0.712786444967237,0.7184212081071,0.603250603250905,0.722897396012249,0.532795427666131,0.714996640798708,0.613166619827552,0.440704470260431,1.01902034217051,0.495249962168407,0.766907449930687,0.603957173970203,0.653156109384125,0.570323432101734,0.848555291627663,1.00183116798668,1,1.12236569650789,1.24178953450934,50.9133174976598
1.0895627070781,0.811911921653453,0.846227921375355,0.782488425213575,0.756889262661457,0.807514782073099,0.86378884671098,0.820542791941629,0.7704371787029,1.36365837534513,0.73506958444771,0.774291289111641,0.813029488488912,0.802802295352803,0.78922832940297,1.30397975295858,1.00096255677305,1.12236569650789,1,1.06681484568616,0.934928879479734
1.25450009637436,0.653310789969367,0.704202839630928,0.724285968340148,0.553511723170073,0.794166510937026,0.755120321491035,0.739730903052995,0.776182334502302,1.14553745026558,0.689294705117564,0.566237793048806,0.717580822091639,0.749043105415497,0.628338080311387,1.45180175548748,1.11953258289917,1.24178953450934,1.06681484568616,1,1.01626122884124
1.08012344973464,1.10714285714286,1.22838453727999,1.03563731241064,1.26773138209277,1.09574146159089,1.22601206766578,1.16628541741584,1.00925774234146,1.48461497791618,1.14147083406657,1.41215652337538,1.08940955880384,1.10558646363431,0.981980506061966,0.892857142857143,0.427352161723642,50.9133174976598,0.934928879479734,1.01626122884124,1
