"femaleCV1","femaleCV2","femaleCV3","femaleCV4","maleCV1","maleCV2","maleCV3","maleCV4"
1,0.252308826739625,0.174875297579626,-0.359494356255586,-0.0646204739241233,-0.0382664437106371,0.0222071401352342,0.058028221261022
0.252308826739625,1,-0.0519131410663917,-0.18968169854213,-0.103754570804702,-0.234547330340285,-0.257353418098778,0.0825005377781365
0.174875297579626,-0.0519131410663917,1,-0.406482355687581,0.220618137934518,-0.198031148120484,0.518990261741377,0.183237578279362
-0.359494356255586,-0.18968169854213,-0.406482355687581,1,-0.160415660896655,0.0841212032148509,-0.114958395865517,0.24976503561367
-0.0646204739241233,-0.103754570804702,0.220618137934518,-0.160415660896655,1,0.843717657586069,0.4214611701426,-0.617975458496023
-0.0382664437106371,-0.234547330340285,-0.198031148120484,0.0841212032148509,0.843717657586069,1,0.0676952846808471,-0.497448958837931
0.0222071401352342,-0.257353418098778,0.518990261741377,-0.114958395865517,0.4214611701426,0.0676952846808471,1,-0.482530235461774
0.058028221261022,0.0825005377781364,0.183237578279362,0.24976503561367,-0.617975458496023,-0.497448958837931,-0.482530235461774,1
